Name,Email,Age,Gender,Location,Item purchased,Purchased date,Category,Quantity,Price,Last purchase,Frequency of purchase,Preferred Brands,Discount sensitivity,Browsing history,Ratings
Susan Mitchell,adriancoleman@example.org,67,Male,West Clinton,Car,15-06-2024,Toys,4,71.58,03-02-2024,7,Matchbox,Medium,"['Home Improvement', 'Furniture', 'Health & Wellness']",2
Danielle Anderson,craig60@example.net,60,Other,Meyermouth,Headphones,16-04-2024,Electronics,1,97.41,12-09-2023,17,JBL,High,['Electronics'],2
Scott Pennington,elijah50@example.com,28,Male,South Amandastad,Sofa,01-06-2024,Furniture,5,171.55,11-04-2024,14,DHP,High,['Home Improvement'],4
Steven Zhang,efrench@example.com,18,Male,Georgeland,Eggs,22-03-2024,Groceries,2,199.22,11-04-2023,11,Great Value,Low,['Clothing'],2
Robert Arellano,fthornton@example.org,69,Female,New Hollychester,Supplements,01-02-2024,Health & Wellness,4,470.17,20-08-2023,19,Optimum Nutrition,Low,['Furniture'],5
Deanna West,brian46@example.net,50,Other,Brownberg,Chair,15-06-2024,Furniture,1,285.67,06-02-2024,3,Serta,Medium,"['Furniture', 'Groceries', 'Beauty', 'Appliances', 'Home Improvement']",2
James Love,garciarodney@example.org,49,Male,Robertfurt,Lawn Mower,06-08-2024,Home Improvement,5,311.22,15-07-2024,13,John Deere,High,"['Furniture', 'Furniture', 'Furniture', 'Electronics']",3
John Ware,hullmelvin@example.com,47,Female,Stephanieberg,First Aid,06-01-2024,Health & Wellness,1,398.14,24-10-2023,1,Neosporin,Medium,"['Furniture', 'Toys', 'Electronics', 'Beauty', 'Toys']",1
Theresa Mcgee,christopher15@example.com,27,Other,Port Brandi,Fishing Rod,11-06-2024,Sports & Outdoors,1,48.23,12-11-2023,17,Penn,Medium,"['Furniture', 'Electronics', 'Sports & Outdoors', 'Furniture']",3
Marcus Hughes,jonesnicole@example.org,55,Female,Lindseystad,Lawn Mower,17-07-2024,Home Improvement,2,477.45,07-01-2024,11,Husqvarna,Medium,"['Beauty', 'Furniture']",4
Rebecca Morrison,marycampos@example.org,27,Female,Erikside,Laptop,02-05-2024,Electronics,1,271.55,07-09-2023,14,Dell,Low,"['Sports & Outdoors', 'Electronics', 'Clothing', 'Sports & Outdoors', 'Health & Wellness']",2
Jacqueline Gross,gregory49@example.net,53,Female,Jonesberg,Tool Set,13-05-2024,Home Improvement,2,14.77,30-08-2023,16,Stanley,High,"['Health & Wellness', 'Furniture', 'Home Improvement', 'Beauty']",2
Manuel Campbell,frios@example.net,70,Female,West Alanborough,Lawn Mower,29-06-2024,Home Improvement,3,15.27,01-04-2024,20,Toro,High,"['Groceries', 'Electronics']",2
Tanner Gutierrez,chernandez@example.org,40,Male,Simmonsville,Skincare,13-04-2024,Beauty,1,439.04,25-02-2024,17,Olay,Medium,"['Home Improvement', 'Health & Wellness', 'Sports & Outdoors']",5
Melissa Pugh,lewismaria@example.net,43,Other,New Alexandertown,Microwave,21-02-2024,Appliances,3,389.75,06-08-2023,15,Panasonic,Medium,"['Beauty', 'Furniture']",3
Miss April Davis,andrea95@example.net,24,Other,Michaelville,Kayak,09-02-2024,Sports & Outdoors,1,139.69,06-05-2023,3,Lifetime,Medium,"['Sports & Outdoors', 'Clothing', 'Appliances', 'Furniture', 'Toys']",4
Victoria Jackson,adriana78@example.org,68,Male,Lake Stephaniefort,Fishing Rod,16-02-2024,Sports & Outdoors,4,385.5,08-05-2023,7,Penn,High,"['Clothing', 'Sports & Outdoors', 'Furniture', 'Toys']",3
Lisa Lopez,laurie12@example.com,26,Other,Shannonchester,First Aid,08-01-2024,Health & Wellness,2,64.88,17-06-2023,2,Band-Aid,Medium,"['Clothing', 'Electronics', 'Health & Wellness', 'Furniture', 'Beauty']",1
Juan Allen,brian07@example.com,65,Male,New Jasmine,Supplements,22-05-2024,Health & Wellness,3,374.89,30-08-2023,19,Nature Made,High,"['Toys', 'Furniture', 'Health & Wellness', 'Appliances']",3
Mary Logan,amanda89@example.net,38,Male,North Kaylamouth,First Aid,30-01-2024,Health & Wellness,4,90.23,14-04-2023,13,Curad,High,['Home Improvement'],2
Meagan Bryant,nicolesteele@example.com,46,Other,Holmesland,Table,01-06-2024,Furniture,3,273.34,08-12-2023,17,Sauder,Low,['Beauty'],1
Derrick Carlson,roger65@example.com,24,Male,South Colleenmouth,Milk,20-01-2024,Groceries,4,217.49,07-10-2023,5,Fairlife,Medium,"['Groceries', 'Appliances']",2
Austin Young,marvinwheeler@example.net,64,Male,Edwardston,Paint,01-02-2024,Home Improvement,5,90.22,17-03-2023,13,Behr,High,"['Home Improvement', 'Health & Wellness', 'Groceries']",4
Tammy Young,lutzholly@example.org,28,Male,West Dominique,Milk,01-07-2024,Groceries,4,100.83,27-01-2024,20,Fairlife,Medium,"['Sports & Outdoors', 'Appliances', 'Home Improvement', 'Appliances']",5
Joshua Andrews,janethenry@example.org,36,Female,Crystalbury,Fishing Rod,14-02-2024,Sports & Outdoors,4,414.77,16-03-2023,8,Abu Garcia,High,['Groceries'],4
Robert Rivas,christine64@example.net,31,Female,Lake Charlene,Tool Set,07-05-2024,Home Improvement,4,107.82,22-03-2024,8,Kobalt,High,['Beauty'],5
Misty Roberson,michelejordan@example.com,35,Other,Frankfort,Laptop,01-03-2024,Electronics,5,349.61,26-06-2023,15,Apple,Medium,"['Appliances', 'Furniture', 'Groceries']",4
Michael Wells,clinejames@example.org,39,Male,Garrettville,Vitamins,26-05-2024,Health & Wellness,4,64.38,02-11-2023,3,Centrum,High,"['Home Improvement', 'Toys', 'Electronics', 'Groceries', 'Clothing']",2
John Torres,tiffanymonroe@example.net,23,Other,North Ryanland,Table,02-05-2024,Furniture,4,445.6,10-02-2024,2,Better Homes & Gardens,Medium,"['Toys', 'Beauty', 'Groceries', 'Health & Wellness']",4
Jason Edwards,xwright@example.org,68,Male,South Davidbury,Pain Relief,26-07-2024,Health & Wellness,3,295.88,05-08-2023,14,Tylenol,High,"['Clothing', 'Home Improvement', 'Home Improvement', 'Groceries', 'Health & Wellness']",4
Elizabeth Beck,romeroanthony@example.net,62,Other,Lake Sarahport,Shirt,19-04-2024,Clothing,5,258.53,23-01-2024,13,Wrangler,High,['Toys'],2
Carol Barrett,perry25@example.com,56,Other,Mackberg,Refrigerator,19-04-2024,Appliances,1,374.45,21-09-2023,20,Whirlpool,Low,['Health & Wellness'],4
Roberto Simpson,wmarshall@example.com,29,Other,Smithbury,Car,09-05-2024,Toys,1,434.53,11-12-2023,15,Disney,High,"['Electronics', 'Electronics', 'Appliances', 'Health & Wellness', 'Appliances']",2
Frank Mcknight,jackiesanchez@example.org,31,Female,South Tammybury,Shirt,03-04-2024,Clothing,5,302.24,01-12-2023,16,Levi's,High,"['Beauty', 'Beauty', 'Sports & Outdoors', 'Clothing', 'Appliances']",3
Brianna Cortez,sanderscolleen@example.com,51,Female,Karlmouth,Hair Care,07-02-2024,Beauty,1,40.14,08-05-2023,4,Pantene,High,"['Home Improvement', 'Appliances', 'Clothing', 'Home Improvement', 'Clothing']",3
Debra Martinez,john40@example.net,50,Male,West Johnchester,Dryer,26-05-2024,Appliances,3,282.06,03-11-2023,10,Whirlpool,High,['Appliances'],2
Megan Price,wayne41@example.net,25,Other,Lake Michael,Jeans,25-07-2024,Clothing,5,457.08,18-11-2023,11,Levi's,High,"['Groceries', 'Groceries', 'Appliances', 'Toys']",5
Christine Smith,yangjoshua@example.org,36,Female,Jillbury,Milk,20-04-2024,Groceries,1,310.18,20-10-2023,18,Fairlife,High,"['Appliances', 'Sports & Outdoors']",2
Justin Webb,zjackson@example.net,36,Other,Michaelberg,Tent,28-01-2024,Sports & Outdoors,4,408.56,08-05-2023,2,ALPS Mountaineering,High,['Toys'],2
Anthony Gibson,henry74@example.net,57,Other,East Matthewland,Jeans,04-04-2024,Clothing,2,133.28,18-03-2024,18,Levi's,High,['Home Improvement'],3
April Ross,alexandra62@example.net,34,Other,Cunninghamshire,Smartphone,14-02-2024,Electronics,1,123.36,07-02-2024,9,Samsung,Medium,['Sports & Outdoors'],1
Alyssa Garrison,andrew68@example.net,23,Other,Jonesside,Vitamins,23-04-2024,Health & Wellness,4,251.45,22-04-2024,2,Nature Made,High,"['Clothing', 'Sports & Outdoors', 'Clothing', 'Sports & Outdoors']",4
Michael Wilkerson,reyescarl@example.net,52,Female,East Kristiport,Jeans,06-03-2024,Clothing,5,478.28,08-09-2023,12,Lee,High,"['Electronics', 'Furniture', 'Toys', 'Toys']",2
Charles Reed,jennifer28@example.net,49,Male,Carpentershire,Bed,15-04-2024,Furniture,2,253.56,12-01-2024,13,Serta,Low,"['Beauty', 'Beauty']",5
Shannon Jackson,linda63@example.org,49,Other,Lake Emily,Dryer,04-03-2024,Appliances,4,297.92,30-08-2023,10,GE,Medium,['Sports & Outdoors'],3
Tyler Wilson,smithkyle@example.net,25,Other,Nancybury,Eggs,17-06-2024,Groceries,2,24.75,29-12-2023,14,Vital Farms,High,"['Groceries', 'Sports & Outdoors', 'Appliances', 'Toys', 'Toys']",5
John Reese,cassandra24@example.com,56,Other,South Sarah,Skincare,22-03-2024,Beauty,4,347.68,29-02-2024,17,Neutrogena,High,['Toys'],3
Kaitlyn Walker,areyes@example.org,21,Male,Tinaton,Smartphone,23-02-2024,Electronics,2,368.16,13-02-2024,20,Samsung,High,"['Clothing', 'Toys', 'Furniture', 'Furniture', 'Sports & Outdoors']",2
Amanda Dunn,amandabyrd@example.com,34,Male,Stanleystad,Butter,05-02-2024,Groceries,4,77.13,15-05-2023,8,Kerrygold,Low,"['Toys', 'Furniture', 'Groceries', 'Home Improvement', 'Furniture']",2
Kelli Conrad,george10@example.net,27,Male,West Tiffanyborough,Drill,26-07-2024,Home Improvement,4,320.12,17-05-2024,10,Makita,Low,['Home Improvement'],4
Brandon Hayes,craigrocha@example.net,56,Female,New Karen,Refrigerator,10-07-2024,Appliances,4,485.21,14-08-2023,6,GE,High,"['Health & Wellness', 'Sports & Outdoors', 'Electronics', 'Groceries']",4
Andrew Jefferson,andrew34@example.org,42,Other,Port Thomas,Headphones,04-07-2024,Electronics,4,465.11,16-09-2023,14,Sony,Medium,"['Toys', 'Furniture', 'Groceries', 'Home Improvement']",2
Phillip White,daniellesanders@example.com,40,Other,North Michele,Supplements,08-02-2024,Health & Wellness,3,190.23,20-06-2023,14,Optimum Nutrition,Medium,"['Appliances', 'Groceries', 'Clothing', 'Electronics']",3
Michael Weber,dmiller@example.net,34,Other,North Molly,Chair,13-03-2024,Furniture,3,374.51,21-02-2024,1,DHP,Medium,"['Health & Wellness', 'Electronics', 'Home Improvement', 'Furniture']",2
Rachel Alvarez,suzanne23@example.net,50,Other,Aaronborough,Skincare,21-07-2024,Beauty,2,286.98,09-07-2024,5,Olay,Medium,"['Home Improvement', 'Beauty', 'Furniture']",2
Katherine Robles,michaelstout@example.net,45,Other,South Donald,Bike,08-03-2024,Sports & Outdoors,4,418.25,14-10-2023,14,Trek,Medium,"['Home Improvement', 'Appliances', 'Sports & Outdoors']",4
Joy Hughes,ogreen@example.com,32,Female,North Timothy,Vitamins,12-04-2024,Health & Wellness,3,266.46,12-06-2023,20,Nature Made,High,"['Beauty', 'Furniture', 'Furniture', 'Beauty', 'Appliances']",2
Kaylee Anderson,wagnerlinda@example.org,31,Female,Stevemouth,Table,26-04-2024,Furniture,4,399.6,01-05-2023,3,Mainstays,Low,['Toys'],1
Miguel Johnson,mendezsara@example.com,45,Male,North Tami,Table,30-01-2024,Furniture,4,313.97,11-10-2023,1,Better Homes & Gardens,Medium,"['Toys', 'Beauty', 'Sports & Outdoors']",3
Lindsay Fernandez,johnchandler@example.com,26,Male,Smithberg,Puzzle,07-06-2024,Toys,4,486.28,31-12-2023,4,Ravensburger,High,"['Beauty', 'Electronics']",3
Jessica Adams,rford@example.net,28,Other,Port Brendabury,Lawn Mower,11-02-2024,Home Improvement,3,187.29,05-05-2023,2,John Deere,High,"['Appliances', 'Furniture', 'Sports & Outdoors']",4
Ms. Megan Combs DVM,kelly43@example.org,60,Other,Amyfort,Vitamins,11-06-2024,Health & Wellness,3,52.31,25-09-2023,11,Vitafusion,High,"['Groceries', 'Electronics', 'Health & Wellness', 'Furniture']",3
John Winters,ewhite@example.org,28,Other,Fletcherchester,Drill,26-04-2024,Home Improvement,2,373.63,24-06-2023,16,Makita,High,"['Beauty', 'Beauty', 'Sports & Outdoors', 'Furniture']",1
Joseph Johnston,garrettheather@example.org,31,Female,New Brianmouth,Pain Relief,28-02-2024,Health & Wellness,3,63.02,13-12-2023,13,Tylenol,Medium,"['Furniture', 'Toys', 'Sports & Outdoors', 'Toys']",5
Paul Elliott,ortizlisa@example.net,67,Female,North Staceyburgh,Jeans,31-01-2024,Clothing,5,100.29,11-10-2023,14,Levi's,High,"['Home Improvement', 'Sports & Outdoors']",1
Terri Hebert,vwang@example.org,53,Female,North Olivia,Refrigerator,15-02-2024,Appliances,4,30.62,22-05-2023,16,GE,High,"['Toys', 'Clothing', 'Beauty', 'Health & Wellness']",3
Andrea Owen,berrytina@example.net,67,Other,Carlachester,Kayak,29-06-2024,Sports & Outdoors,1,123.81,28-10-2023,19,Old Town,High,['Electronics'],1
Bobby James,nguyenmichael@example.com,50,Male,Aaronfurt,Refrigerator,26-01-2024,Appliances,3,35,19-04-2023,11,Samsung,High,['Electronics'],3
Patrick Novak,fosterwilliam@example.com,36,Female,Mendozaport,Milk,20-06-2024,Groceries,5,52.65,24-04-2024,6,Horizon,Medium,['Health & Wellness'],3
Brandon Mccormick,josephsmith@example.net,24,Other,Jennifermouth,Skincare,20-07-2024,Beauty,3,406.63,16-07-2024,18,Aveeno,Medium,"['Beauty', 'Home Improvement', 'Appliances', 'Health & Wellness']",2
Corey Baxter,buckdale@example.com,49,Female,East Tylerchester,Bed,06-03-2024,Furniture,5,128.14,26-10-2023,10,DHP,High,"['Sports & Outdoors', 'Appliances', 'Toys']",4
Devin Winters,gdavis@example.net,30,Female,Bradleyton,Shirt,07-02-2024,Clothing,5,147.01,18-12-2023,1,Fruit of the Loom,Low,"['Electronics', 'Electronics', 'Health & Wellness', 'Electronics']",4
Desiree Rogers,dorothylam@example.net,49,Female,South Rogerview,Milk,14-05-2024,Groceries,1,366.04,03-02-2024,14,Great Value,High,"['Furniture', 'Toys', 'Electronics']",3
Patricia Silva,adriennehale@example.org,50,Female,Sheilachester,Bed,07-05-2024,Furniture,5,136.87,09-06-2023,1,Better Homes & Gardens,Medium,"['Beauty', 'Sports & Outdoors', 'Appliances', 'Clothing']",2
Adam Becker,michelewillis@example.net,43,Male,Stevenville,Paint,27-04-2024,Home Improvement,4,67.92,16-01-2024,15,Rust-Oleum,Low,"['Appliances', 'Sports & Outdoors', 'Home Improvement']",5
Zachary Cameron,lambertmaxwell@example.net,38,Other,North Sarahport,Washer,16-05-2024,Appliances,4,277.96,26-09-2023,13,Samsung,Medium,"['Clothing', 'Appliances', 'Electronics']",1
Mr. Barry Alvarez,kellyrussell@example.org,40,Other,South Mary,Doll,02-03-2024,Toys,2,269.62,18-06-2023,18,American Girl,Medium,"['Sports & Outdoors', 'Home Improvement']",3
Dr. Samuel Washington,joshuamorrison@example.net,36,Other,North Monicafurt,Jacket,05-04-2024,Clothing,1,450.63,09-12-2023,6,Patagonia,High,"['Clothing', 'Furniture', 'Clothing', 'Electronics']",3
Kevin Combs,danielhall@example.com,29,Other,North Matthew,Tool Set,07-03-2024,Home Improvement,3,203.38,05-08-2023,15,Husky,High,"['Toys', 'Home Improvement']",3
Nancy Copeland,phamoscar@example.com,49,Female,Lake Brycestad,Dryer,07-02-2024,Appliances,5,122.8,14-11-2023,20,Samsung,Low,"['Beauty', 'Electronics', 'Clothing', 'Groceries']",5
Sarah Simmons,johnsonshari@example.org,40,Female,Walshton,Shoes,04-01-2024,Clothing,3,65.02,27-02-2023,16,Adidas,High,"['Appliances', 'Electronics', 'Electronics', 'Sports & Outdoors', 'Groceries']",3
Christian Lee,cheyennegriffin@example.net,41,Male,West Alexander,Skincare,23-06-2024,Beauty,4,195.25,15-04-2024,20,Olay,Low,"['Health & Wellness', 'Groceries']",3
Christina King,ofernandez@example.com,43,Male,Port Patrickshire,Drill,26-01-2024,Home Improvement,1,412.12,12-07-2023,5,Bosch,High,"['Toys', 'Appliances', 'Clothing']",5
Daniel Brown,dixonandrea@example.org,58,Other,New Abigail,Skincare,17-01-2024,Beauty,2,306.89,29-01-2023,7,CeraVe,High,"['Furniture', 'Sports & Outdoors']",2
Kylie Alvarez,zhill@example.com,35,Female,Lake Christophertown,Dryer,28-07-2024,Appliances,3,471.12,17-11-2023,12,Whirlpool,High,"['Home Improvement', 'Clothing', 'Furniture']",2
Michelle Bruce,eugeneruiz@example.org,44,Male,South Amandaborough,First Aid,19-01-2024,Health & Wellness,3,231.98,27-02-2023,13,Curad,High,"['Clothing', 'Electronics']",3
Kathy Baird,coxlindsey@example.net,24,Female,Phillipsshire,Fragrances,21-04-2024,Beauty,3,496.11,24-01-2024,10,Versace,Medium,"['Appliances', 'Beauty', 'Electronics']",3
Christopher Smith,jamesjohnson@example.net,48,Male,Tiffanyton,Table,05-01-2024,Furniture,2,464.17,11-02-2023,1,Better Homes & Gardens,Medium,"['Health & Wellness', 'Appliances']",2
Jared Edwards,zbryant@example.com,38,Other,New Charlesburgh,Dryer,17-05-2024,Appliances,1,289.36,16-03-2024,5,GE,High,"['Appliances', 'Sports & Outdoors', 'Clothing', 'Electronics']",1
Michael Powers,davisnicholas@example.net,36,Female,New Katherineborough,Car,21-07-2024,Toys,4,468.72,23-06-2024,5,Matchbox,High,"['Electronics', 'Clothing', 'Groceries', 'Groceries']",4
Patricia Warren,harrelljennifer@example.org,49,Other,New Todd,Sofa,10-02-2024,Furniture,4,145.7,04-03-2023,20,Mainstays,Medium,"['Electronics', 'Appliances']",4
Russell Castillo,adkinsvanessa@example.net,48,Other,Port Kimberly,Washer,12-01-2024,Appliances,3,165.38,22-08-2023,4,GE,Medium,"['Clothing', 'Groceries', 'Sports & Outdoors']",1
John Dickson,charles28@example.com,35,Male,East Alicia,TV,04-01-2024,Electronics,3,198.46,23-02-2023,11,Sony,Low,"['Clothing', 'Home Improvement', 'Electronics', 'Groceries', 'Furniture']",3
Anthony Hernandez,jamesharris@example.org,52,Female,Johnchester,Doll,09-03-2024,Toys,5,447.76,31-07-2023,3,Disney,High,['Sports & Outdoors'],3
Cody Clark,ronaldwalker@example.com,48,Other,Gatesport,Shoes,29-04-2024,Clothing,3,264.91,12-04-2024,16,Nike,Low,"['Electronics', 'Clothing']",5
Natalie Romero,adavenport@example.net,60,Female,Deborahbury,Lego,09-03-2024,Toys,4,389.82,24-10-2023,6,Lego,High,"['Toys', 'Electronics', 'Health & Wellness', 'Electronics', 'Sports & Outdoors']",2
Lori Johnson,alexanderanthony@example.org,57,Male,Sullivanton,First Aid,07-04-2024,Health & Wellness,4,188.77,11-11-2023,9,Band-Aid,High,"['Beauty', 'Electronics', 'Home Improvement', 'Health & Wellness', 'Furniture']",1
Manuel Brown,jeffersonnicole@example.net,63,Other,East Raymondville,Microwave,24-06-2024,Appliances,3,257.38,20-09-2023,4,Panasonic,High,"['Appliances', 'Appliances', 'Furniture']",2
Michelle Young,whitekeith@example.com,27,Female,Susanmouth,Sofa,05-06-2024,Furniture,4,485.02,06-12-2023,14,DHP,Medium,"['Home Improvement', 'Electronics', 'Toys', 'Clothing']",1
Amanda Romero,spacheco@example.net,45,Male,Port Annborough,Butter,15-05-2024,Groceries,5,216.83,12-03-2024,4,Great Value,Low,"['Groceries', 'Health & Wellness', 'Sports & Outdoors', 'Appliances']",2
Elizabeth Durham,earl45@example.org,55,Female,North Jenniferside,Shoes,10-02-2024,Clothing,1,68.08,04-12-2023,17,Nike,High,"['Furniture', 'Sports & Outdoors']",5
Miss Nancy Foster,henryerin@example.net,45,Male,East Eric,Tent,22-03-2024,Sports & Outdoors,4,437.18,17-11-2023,3,Wenzel,High,['Beauty'],4
Brittany Watts,frankjohn@example.org,22,Female,North David,First Aid,27-01-2024,Health & Wellness,3,86.03,02-08-2023,14,Band-Aid,High,"['Electronics', 'Home Improvement', 'Electronics', 'Health & Wellness']",1
Christian Michael,nicole25@example.org,60,Other,North Julia,Table,28-03-2024,Furniture,4,255.05,19-03-2024,2,Sauder,Low,"['Furniture', 'Toys', 'Beauty', 'Furniture', 'Toys']",4
John Ramsey,tonya32@example.net,29,Male,East Laurenside,Kayak,03-08-2024,Sports & Outdoors,5,255.31,06-01-2024,17,Pelican,Medium,"['Electronics', 'Electronics', 'Electronics', 'Health & Wellness']",5
Mary Sellers,lbrown@example.net,43,Male,Tanyaville,Shoes,02-08-2024,Clothing,3,385.4,04-01-2024,17,Puma,Medium,"['Beauty', 'Toys', 'Home Improvement']",4
Daniel Mcgrath,bowenleonard@example.net,57,Male,Nicoleview,Table,25-02-2024,Furniture,4,479.17,25-07-2023,11,Sauder,Low,['Appliances'],2
Jesse Huber,wwilliams@example.com,56,Male,Williammouth,Laptop,04-08-2024,Electronics,3,188.77,30-12-2023,11,Dell,Medium,"['Furniture', 'Appliances', 'Electronics']",3
Elizabeth Moody,nthompson@example.com,49,Male,Crystalmouth,First Aid,06-02-2024,Health & Wellness,1,451.52,02-10-2023,18,Band-Aid,High,['Clothing'],5
Jason Mclaughlin,clarkeaustin@example.org,29,Other,South Heidimouth,Bread,06-05-2024,Groceries,2,31.71,02-11-2023,11,Sara Lee,High,"['Toys', 'Toys', 'Furniture', 'Sports & Outdoors', 'Sports & Outdoors']",2
Carl Moss,jonathanstephens@example.com,41,Male,East Chadland,Car,09-05-2024,Toys,1,276.78,25-08-2023,14,Hot Wheels,Low,"['Furniture', 'Beauty', 'Furniture']",1
Frank Pineda,ryan27@example.net,52,Other,New Angela,Paint,30-05-2024,Home Improvement,1,111,12-11-2023,10,Behr,High,"['Electronics', 'Health & Wellness', 'Electronics']",5
Alyssa Gallegos,henry94@example.com,60,Male,New Stephen,Shoes,20-01-2024,Clothing,4,376.06,08-11-2023,13,Puma,High,"['Appliances', 'Furniture']",2
David Mcpherson,ann82@example.net,48,Other,Lake Jonathan,Tool Set,11-03-2024,Home Improvement,2,397.26,04-08-2023,17,Husky,High,"['Toys', 'Furniture', 'Furniture', 'Electronics']",2
Cindy Blake,rkennedy@example.org,37,Female,Jacksonland,Paint,05-02-2024,Home Improvement,4,353.33,15-04-2023,18,Valspar,High,"['Health & Wellness', 'Groceries']",5
Dana Stone,rparker@example.net,62,Female,Lake Tristanton,Jeans,17-04-2024,Clothing,4,459.92,11-02-2024,11,Lee,Low,"['Health & Wellness', 'Furniture']",2
Randy Wood,nicolehunter@example.org,62,Male,West Michaelbury,Kayak,14-05-2024,Sports & Outdoors,1,456.41,26-06-2023,16,Pelican,Medium,"['Appliances', 'Home Improvement']",3
Ashley Burgess,donaldsonrebecca@example.net,33,Other,Michaelhaven,Doll,05-01-2024,Toys,2,365.53,16-04-2023,12,American Girl,Low,"['Furniture', 'Sports & Outdoors', 'Sports & Outdoors']",2
Jennifer Kelly,robinlee@example.org,68,Female,Christophermouth,Milk,28-04-2024,Groceries,5,136.43,29-12-2023,16,Fairlife,Medium,"['Clothing', 'Sports & Outdoors']",1
Joseph Dominguez,davidpatel@example.com,51,Female,Christopherfurt,Puzzle,01-03-2024,Toys,5,473.01,25-01-2024,6,Buffalo Games,Medium,"['Electronics', 'Home Improvement', 'Clothing']",3
Stephen Adams,christinahouston@example.com,32,Other,West Jimmy,Shoes,27-04-2024,Clothing,5,257.12,28-07-2023,12,Puma,High,"['Electronics', 'Groceries', 'Appliances', 'Toys']",5
David Hill,anthonyramirez@example.com,69,Other,West Andreastad,Jacket,06-05-2024,Clothing,5,368.02,20-12-2023,18,Patagonia,High,"['Health & Wellness', 'Appliances', 'Toys', 'Home Improvement']",3
Paul Robinson,reyeskaren@example.net,49,Male,South Sarahville,Bread,04-06-2024,Groceries,3,53.17,18-05-2024,1,Wonder,High,['Electronics'],2
Sharon Bell,christineyu@example.com,64,Female,Brooksport,Hair Care,01-06-2024,Beauty,1,121.2,01-11-2023,5,Tresemme,High,"['Beauty', 'Appliances']",1
Jessica Moore DDS,mnicholson@example.net,46,Other,Lake Garychester,Car,04-04-2024,Toys,3,491.65,08-02-2024,20,Disney,High,['Groceries'],3
Joseph Park,dgreen@example.org,68,Female,Lake Heather,Drill,05-02-2024,Home Improvement,1,44.54,23-11-2023,10,DeWalt,High,"['Sports & Outdoors', 'Sports & Outdoors', 'Furniture']",2
Mrs. Betty Ortiz DDS,rickytorres@example.com,56,Female,South Ryanmouth,Fishing Rod,05-02-2024,Sports & Outdoors,3,143.55,24-10-2023,8,Penn,High,"['Appliances', 'Toys', 'Appliances', 'Appliances', 'Appliances']",2
Erin Le,sean31@example.net,44,Male,Lake Sabrinamouth,Drill,06-08-2024,Home Improvement,1,383.87,22-10-2023,18,DeWalt,Medium,"['Furniture', 'Toys', 'Beauty', 'Appliances', 'Appliances']",3
Cristina Yates,joegarcia@example.com,29,Other,Lake Matthew,Jacket,04-02-2024,Clothing,3,354.81,23-12-2023,3,North Face,Medium,"['Groceries', 'Clothing', 'Appliances', 'Sports & Outdoors', 'Appliances']",2
Todd Freeman,josephdavis@example.org,44,Female,Susanville,Paint,21-04-2024,Home Improvement,3,192.02,27-04-2023,18,Rust-Oleum,Medium,"['Sports & Outdoors', 'Groceries', 'Appliances', 'Beauty']",3
Jean Edwards,kennetharmstrong@example.net,58,Female,Frederickton,Makeup,25-02-2024,Beauty,1,363.17,30-09-2023,14,Maybelline,High,"['Home Improvement', 'Home Improvement', 'Health & Wellness']",1
Brittany Ho,shannon65@example.com,60,Male,Flowersville,Pain Relief,05-07-2024,Health & Wellness,4,304.51,18-12-2023,11,Bayer,Medium,"['Furniture', 'Appliances', 'Electronics', 'Furniture']",4
Jose White,tjohnson@example.net,44,Other,Port Sheilaton,Puzzle,20-02-2024,Toys,3,274.57,03-05-2023,18,Ravensburger,Medium,"['Toys', 'Beauty', 'Electronics']",1
Tanya Charles,amy92@example.org,33,Male,Lucasport,Microwave,10-06-2024,Appliances,4,454.02,04-08-2023,18,LG,High,"['Furniture', 'Sports & Outdoors', 'Beauty', 'Beauty']",2
Nicholas Sellers,gregaustin@example.org,62,Female,Lake Bobbyview,Skincare,14-07-2024,Beauty,3,88.26,08-02-2024,5,Olay,High,['Groceries'],4
Linda Flynn,gdelgado@example.org,53,Female,Traciview,Smartphone,03-01-2024,Electronics,2,75.44,05-01-2023,19,OnePlus,High,"['Health & Wellness', 'Clothing', 'Electronics', 'Groceries']",2
Barbara Boyer,yolandaguzman@example.com,49,Other,East Pamelahaven,Vitamins,17-06-2024,Health & Wellness,1,236.69,26-11-2023,6,Centrum,Medium,"['Health & Wellness', 'Electronics']",1
Mary Villarreal,vazquezjames@example.net,57,Other,Joshuaberg,Vitamins,18-04-2024,Health & Wellness,3,223.57,02-01-2024,8,Vitafusion,Medium,"['Electronics', 'Beauty']",5
Melissa Bernard,kimberlyroberts@example.com,54,Female,Johnfort,Refrigerator,12-05-2024,Appliances,5,136.87,02-11-2023,10,Samsung,Medium,['Home Improvement'],1
Deborah Jackson,mshea@example.net,56,Female,New Ambershire,TV,03-04-2024,Electronics,3,81.29,21-01-2024,17,Sony,High,"['Clothing', 'Health & Wellness']",2
Christopher Bass,jorge32@example.net,56,Female,Walkerton,Doll,19-05-2024,Toys,1,294.74,24-02-2024,17,American Girl,Medium,"['Home Improvement', 'Toys', 'Beauty']",2
Harold Barnes,keithbarnes@example.com,47,Female,West Sandra,TV,23-02-2024,Electronics,1,446.28,07-04-2023,13,Vizio,Medium,"['Health & Wellness', 'Electronics', 'Clothing', 'Groceries']",3
